Tube_ID,Color,Temperature,Accession,Species,Cond_freeze,Cond_N,Cond_boiling,Date,
421,green,-30,PLAT,PLAT,35.5,72.1,107.8,2/3/20,0.492371706
348,yellow,-50,PLAT,PLAT,29.1,58.1,85.2,2/3/20,0.500860585
414,green,-30,PLAT,PLAT,52.9,99,138.4,2/3/20,0.534343434
423,green,-30,PLAT,PLAT,39.4,73,110.1,2/3/20,0.539726027
135,orange,-70,PLAT,PLAT,55.2,85.3,127.7,2/3/20,0.647127784
575,blue,-40,PLAT,PLAT,58.1,87.7,131.1,2/3/20,0.662485747
132,orange,-70,PLAT,PLAT,53.7,79.1,112.7,2/3/20,0.678887484
574,blue,-40,PLAT,PLAT,45.3,66.1,100.3,2/3/20,0.685325265
349,yellow,-50,PLAT,PLAT,52.8,76.8,113.8,2/3/20,0.6875
80,red,-80,PLAT,PLAT,46.8,64.1,92,2/3/20,0.730109204
137,orange,-70,PLAT,PLAT,78.6,100.9,137.1,2/3/20,0.778989098
573,blue,-40,PLAT,PLAT,57.3,72.2,106.7,2/3/20,0.793628809
306,yellow,-50,PLAT,PLAT,79.6,99.5,143,2/3/20,0.8
92,red,-80,PLAT,PLAT,93.8,116.5,159.8,2/3/20,0.805150215
98,red,4,RUBR,RUBR,8.9,39.2,71.5,2/3/20,0.227040816
97,red,4,RUBR,RUBR,14.1,60.7,99.8,2/3/20,0.232289951
150,orange,-10,RUBR,RUBR,14,55.5,80.9,2/3/20,0.252252252
87,red,4,RUBR,RUBR,10.1,38.8,61.4,2/3/20,0.260309278
172,orange,-10,RUBR,RUBR,11.1,40.1,69.9,2/3/20,0.27680798
169,orange,-10,RUBR,RUBR,11.1,34.7,62.1,2/3/20,0.319884726
133,orange,-70,RUBR,RUBR,20,57.9,88.3,2/3/20,0.345423143
314,yellow,-20,RUBR,RUBR,15.5,44.7,71.9,2/3/20,0.346756152
313,yellow,-20,RUBR,RUBR,18.6,49.3,76.9,2/3/20,0.377281947
398,green,-30,RUBR,RUBR,17,44.1,68.6,2/3/20,0.385487528
301,yellow,-20,RUBR,RUBR,20.8,50.1,85.2,2/3/20,0.415169661
572,blue,-40,RUBR,RUBR,16.2,38.4,63.4,2/3/20,0.421875
347,yellow,-50,RUBR,RUBR,17.6,41.5,63.1,2/3/20,0.424096386
396,green,-30,RUBR,RUBR,19.7,45.8,75.3,2/3/20,0.430131004
400,green,-30,RUBR,RUBR,24.4,55.9,93.7,2/3/20,0.436493739
94,red,-80,RUBR,RUBR,32.9,66,101.3,2/3/20,0.498484848
81,red,-80,RUBR,RUBR,34,66.2,114.2,2/3/20,0.513595166
93,red,-80,RUBR,RUBR,23.7,46,76.9,2/3/20,0.515217391
146,orange,-70,RUBR,RUBR,27.9,54,81.9,2/3/20,0.516666667
373,yellow,-50,RUBR,RUBR,49.1,94.2,148.2,2/3/20,0.521231423
570,blue,-40,RUBR,RUBR,33.3,63.4,107.7,2/3/20,0.525236593
134,orange,-70,RUBR,RUBR,36.8,67.8,109,2/3/20,0.542772861
305,yellow,-50,RUBR,RUBR,22.2,39.3,63.3,2/3/20,0.564885496
571,blue,-40,RUBR,RUBR,38.7,62.5,95.2,2/3/20,0.6192
66,red,4,SACC,SACC,16.5,80.1,146.3,2/3/20,0.205992509
89,red,4,SACC,SACC,16.9,80.1,138.1,2/3/20,0.210986267
99,red,4,SACC,SACC,10.2,44.8,96.7,2/3/20,0.227678571
130,orange,-10,SACC,SACC,12.8,52.2,102.3,2/3/20,0.245210728
129,orange,-10,SACC,SACC,24.3,86.4,149.4,2/3/20,0.28125
145,orange,-10,SACC,SACC,24.3,86.4,153.5,2/3/20,0.28125
333,yellow,-20,SACC,SACC,41.5,134.1,214,2/3/20,0.309470544
332,yellow,-20,SACC,SACC,35,110.9,170,2/3/20,0.315599639
303,yellow,-20,SACC,SACC,20.6,55.4,97.6,2/3/20,0.371841155
477,green,-30,SACC,SACC,22.1,57.7,99,2/3/20,0.383015598
463,green,-30,SACC,SACC,27.8,70.8,128.3,2/3/20,0.392655367
478,green,-30,SACC,SACC,37.6,90.8,147.9,2/3/20,0.414096916
584,blue,-40,SACC,SACC,34.8,68.9,119.7,2/3/20,0.505079826
592,blue,-40,SACC,SACC,34.4,66.7,126.6,2/3/20,0.515742129
593,blue,-40,SACC,SACC,71.6,136.8,217.4,2/3/20,0.523391813
82,red,-80,SACC,SACC,39.7,75.1,135.3,2/3/20,0.528628495
319,yellow,-50,SACC,SACC,34.2,64.1,107.6,2/3/20,0.533541342
71,red,-80,SACC,SACC,45.7,82.4,144.3,2/3/20,0.55461165
138,orange,-70,SACC,SACC,33.2,59.1,104.8,2/3/20,0.561759729
140,orange,-70,SACC,SACC,38.2,67.6,116.1,2/3/20,0.565088757
316,yellow,-50,SACC,SACC,34.4,60.7,108.8,2/3/20,0.566721582
95,red,-80,SACC,SACC,45.5,79.9,141.5,2/3/20,0.569461827
139,orange,-70,SACC,SACC,36,61.5,109.5,2/3/20,0.585365854
304,yellow,-50,SACC,SACC,35.2,55.4,100.4,2/3/20,0.635379061
