Tube_ID,Color,Temperature,Accession,Species,Cond_freeze,Cond_N,Cond_boiling,Date
272,yellow,-30,19634 A,PSEP,69,103.9,,3/13/20
273,yellow,-30,750-55 B,PSEP,61.1,155.5,,3/13/20
274,yellow,-30,187-2006 B,SACC,21.9,54.5,,3/13/20
278,yellow,-30,524-2009 A,RUBR,59.6,107.9,,3/13/20
281,yellow,-30,567-2008 B,RUBR,33.6,68.5,,3/13/20
284,yellow,-30,19634 A,PSEP,95.3,204.8,,3/13/20
286,yellow,-30,567-2008 B,RUBR,12.1,34.8,,3/13/20
288,yellow,-30,22858 B,PSEP,129,239.3,,3/13/20
289,yellow,-30,524-2009 A,RUBR,42.5,97.6,,3/13/20
292,yellow,-30,19634 A,PSEP,114.9,225.4,,3/13/20
294,yellow,-30,78-2000 B,TATA,11.8,26.8,,3/13/20
296,yellow,-30,22858 B,PSEP,186.7,289.7,,3/13/20
297,yellow,-30,524-2009 A,RUBR,24.7,45,,3/13/20
299,yellow,-30,22858 B,PSEP,155,242.8,,3/13/20
305,yellow,-30,115-2000 A,TATA,10.9,22.8,,3/13/20
308,yellow,-30,1400-77 E,TEGM,61.2,105,,3/13/20
310,yellow,-30,270-2010 A,SPIC,15.8,54.2,,3/13/20
312,yellow,-30,530-2008 A,SACC,23.4,73.7,,3/13/20
313,yellow,-30,270-2010 A,SPIC,29.1,54.6,,3/13/20
315,yellow,-30,567-2008 B,RUBR,29,48.8,,3/13/20
317,yellow,-30,115-2000 A,TATA,10.8,27.8,,3/13/20
318,yellow,-30,246-2010 A,SACC,57.2,101.9,,3/13/20
319,yellow,-30,124-2005 C,SPIC,104.2,153.3,,3/13/20
320,yellow,-30,115-2000 A,TATA,10.7,31,,3/13/20
323,yellow,-30,124-2005 C,SPIC,100.8,50.2,,3/13/20
325,yellow,-30,33-95 B,TEGM,67.3,165.3,,3/13/20
328,yellow,-30,530-2008 A,SACC,10.7,102.6,,3/13/20
329,yellow,-30,530-2008 A,SACC,15.8,41.4,,3/13/20
331,yellow,-30,207-2005 A,RUBR,19.7,40.8,,3/13/20
332,yellow,-30,603-2008 A,SPIC,27.9,67.1,,3/13/20
334,yellow,-30,33-95 B,TEGM,66.9,98.2,,3/13/20
335,yellow,-30,531-94 A,TEGM,63.3,84.8,,3/13/20
336,yellow,-30,531-94 A,TEGM,45.5,91.9,,3/13/20
338,yellow,-30,603-2008 A,SPIC,27.6,55.9,,3/13/20
339,yellow,-30,78-2000 B,TATA,11.2,31.2,,3/13/20
340,yellow,-30,246-2010 A,SACC,55,99.2,,3/13/20
344,yellow,-30,1115-76 A,TATA,36.4,56.9,,3/13/20
345,yellow,-30,124-2005 C,SPIC,92.5,185.9,,3/13/20
346,yellow,-30,603-2008 A,SPIC,36.3,66.2,,3/13/20
351,yellow,-30,1400-77 E,TEGM,68.8,115.8,,3/13/20
352,yellow,-30,1115-76 A,TATA,25,38.7,,3/13/20
356,yellow,-30,246-2010 A,SACC,19,57.3,,3/13/20
358,yellow,-30,531-94 A,TEGM,48.9,81,,3/13/20
362,yellow,-30,207-2005 A,RUBR,14.3,49.2,,3/13/20
365,yellow,-30,1115-76 A,TATA,26.1,39.9,,3/13/20
368,yellow,-30,187-2006 B,SACC,22.2,66.1,,3/13/20
372,yellow,-30,270-2010 A,SPIC,24.5,50.6,,3/13/20
377,yellow,-30,187-2006 B,SACC,35.3,73.3,,3/13/20
378,yellow,-30,78-2000 B,TATA,11.9,22.7,,3/13/20
379,yellow,-30,1400-77 E,TEGM,61,108.5,,3/13/20
384,yellow,-30,33-95 B,TEGM,66.1,101,,3/13/20
385,green,-60,246-2010 A,SACC,58.3,86.9,,3/13/20
386,green,-40,603-2008 A,SPIC,34.9,66.5,,3/13/20
387,green,-60,124-2005 C,SPIC,87.2,155.1,,3/13/20
388,green,-40,124-2005 C,SPIC,92.9,158,,3/13/20
389,green,-40,246-2010 A,SACC,57.7,104.7,,3/13/20
390,green,-40,530-2008 A,SACC,22.3,44.1,,3/13/20
391,green,-40,124-2005 C,SPIC,95.4,149,,3/13/20
392,green,-60,603-2008 A,SPIC,30.4,55.6,,3/13/20
393,yellow,-30,207-2005 A,RUBR,25,47.1,,3/13/20
393,green,-40,246-2010 A,SACC,37.4,60.6,,3/13/20
395,green,-40,246-2010 A,SACC,57,83.9,,3/13/20
396,green,-60,124-2005 C,SPIC,104.4,151.4,,3/13/20
397,green,-40,603-2008 A,SPIC,30.7,53.8,,3/13/20
398,green,-40,124-2005 C,SPIC,107.5,161.8,,3/13/20
399,green,-60,530-2008 A,SACC,23.8,91.3,,3/13/20
400,green,-60,19634 A,PSEP,92.9,134.3,,3/13/20
401,green,-60,246-2010 A,SACC,40.1,76.8,,3/13/20
402,green,-60,524-2009 A,RUBR,37.7,76.8,,3/13/20
406,green,-40,19634 A,PSEP,72.6,141.6,,3/13/20
407,green,-60,750-55 B,PSEP,78.4,148.7,,3/13/20
410,green,-40,19634 A,PSEP,67.2,115.1,,3/13/20
411,green,-40,530-2008 A,SACC,22.2,52.3,,3/13/20
415,green,-40,750-55 B,PSEP,94.9,176.7,,3/13/20
416,green,-40,187-2006 B,SACC,31.3,34.1,,3/13/20
418,green,-40,750-55 B,PSEP,93.5,175.3,,3/13/20
419,green,-40,524-2009 A,RUBR,48.4,92.8,,3/13/20
420,green,-60,750-55 B,PSEP,130.8,228.6,,3/13/20
421,green,-60,524-2009 A,RUBR,70.4,137.3,,3/13/20
423,green,-60,567-2008 B,RUBR,32.5,53.6,,3/13/20
424,green,-60,22858 B,PSEP,211.3,301.7,,3/13/20
426,green,-60,750-55 B,PSEP,68.9,158.8,,3/13/20
429,green,-60,19634 A,PSEP,124.6,192.7,,3/13/20
430,green,-60,567-2008 B,RUBR,19.8,38.5,,3/13/20
431,green,-40,22858 B,PSEP,166,259.7,,3/13/20
432,green,-40,270-2010 A,SPIC,19.5,46.1,,3/13/20
434,green,-40,19634 A,PSEP,56.4,109.5,,3/13/20
435,green,-40,22858 B,PSEP,166.8,249.4,,3/13/20
438,green,-60,124-2005 C,SPIC,87.9,141.8,,3/13/20
440,green,-60,567-2008 B,RUBR,42.1,58.2,,3/13/20
442,green,-40,524-2009 A,RUBR,62.3,94.2,,3/13/20
446,green,-60,246-2010 A,SACC,70.8,101,,3/13/20
447,green,-40,567-2008 B,RUBR,20.4,35.7,,3/13/20
455,green,-40,567-2008 B,RUBR,28,56.3,,3/13/20
456,green,-60,207-2005 A,RUBR,21.9,42.9,,3/13/20
459,green,-40,530-2008 A,SACC,35.4,117.3,,3/13/20
460,green,-60,524-2009 A,RUBR,40.1,81.8,,3/13/20
463,green,-40,207-2005 A,RUBR,17.5,39,,3/13/20
464,green,-40,187-2006 B,SACC,42.9,79.3,,3/13/20
466,green,-60,22858 B,PSEP,144.4,223,,3/13/20
468,green,-60,207-2005 A,RUBR,25.6,55.3,,3/13/20
472,green,-40,207-2005 A,RUBR,34.7,58.6,,3/13/20
475,green,-40,22858 B,PSEP,187.1,261.3,,3/13/20
477,green,-40,567-2008 B,RUBR,36.3,60.2,,3/13/20
478,green,-40,750-55 B,PSEP,142.2,243.6,,3/13/20
483,green,-40,603-2008 A,SPIC,39.1,83.1,,3/13/20
484,green,-60,207-2005 A,RUBR,25.9,52.7,,3/13/20
485,green,-60,187-2006 B,SACC,27.5,59.9,,3/13/20
487,green,-60,22858 B,PSEP,95.4,247.3,,3/13/20
488,green,-60,530-2008 A,SACC,29.6,82.7,,3/13/20
489,green,-40,187-2006 B,SACC,22.4,51,,3/13/20
491,green,-40,524-2009 A,RUBR,29.8,55.8,,3/13/20
494,green,-60,187-2006 B,SACC,45.5,82.2,,3/13/20
495,green,-60,187-2006 B,SACC,47.8,91.5,,3/13/20
496,green,-40,207-2005 A,RUBR,23.1,46.8,,3/13/20
497,green,-60,530-2008 A,SACC,10.9,32.6,,3/13/20
499,green,-60,19634 A,PSEP,66.5,119.4,,3/13/20
537,blue,-80,750-55 B,PSEP,114.1,195.1,,3/13/20
542,blue,-80,22858 B,PSEP,162.3,224.1,,3/13/20
562,blue,-80,19634 A,PSEP,81.9,122.3,,3/13/20
569,blue,-80,1115-76 A,TATA,35.8,50.1,,3/13/20
582,blue,-80,750-55 B,PSEP,54.7,118.4,,3/13/20
596,blue,-80,524-2009 A,RUBR,39.1,59.6,,3/13/20
603,blue,-80,750-55 B,PSEP,95.3,179,,3/13/20
617,blue,-80,22858 B,PSEP,120.1,255.2,,3/13/20
642,red,4,22858 B,PSEP,43.7,226.7,,3/13/20
643,red,4,530-2008 A,SACC,6.8,48.7,,3/13/20
644,red,4,530-2008 A,SACC,6.9,63.1,,3/13/20
646,red,4,207-2005 A,RUBR,7.6,29,,3/13/20
647,red,4,270-2010 A,SPIC,3.1,39.5,,3/13/20
648,red,4,524-2009 A,RUBR,15.4,65.1,,3/13/20
649,red,4,22858 B,PSEP,32.8,255.4,,3/13/20
650,red,4,567-2008 B,RUBR,3.5,32.7,,3/13/20
651,red,4,567-2008 B,RUBR,6.4,40.8,,3/13/20
652,red,4,78-2000 B,TATA,2.8,27.7,,3/13/20
654,red,4,1115-76 A,TATA,9.5,34,,3/13/20
655,red,4,19634 A,PSEP,9,71.5,,3/13/20
657,red,4,603-2008 A,SPIC,10.1,66.6,,3/13/20
658,red,4,1115-76 A,TATA,6.9,28.2,,3/13/20
659,red,4,750-55 B,PSEP,41.5,199.5,,3/13/20
660,red,4,22858 B,PSEP,28.8,213.7,,3/13/20
661,red,4,750-55 B,PSEP,14.4,148.9,,3/13/20
662,red,4,207-2005 A,RUBR,6.8,49.9,,3/13/20
663,red,4,187-2006 B,SACC,6.1,54.5,,3/13/20
664,red,4,567-2008 B,RUBR,9.8,45.8,,3/13/20
666,red,4,19634 A,PSEP,19.4,172.3,,3/13/20
667,red,4,750-55 B,PSEP,27.4,204,,3/13/20
668,red,4,115-2000 A,TATA,9,23.5,,3/13/20
669,red,4,603-2008 A,SPIC,1.3,59.8,,3/13/20
670,red,4,78-2000 B,TATA,9.1,35.5,,3/13/20
671,red,4,524-2009 A,RUBR,11.5,81.9,,3/13/20
672,red,4,124-2005 C,SPIC,21.7,141.7,,3/13/20
673,red,4,78-2000 B,TATA,32.5,31.2,,3/13/20
674,red,4,187-2006 B,SACC,4.6,70.5,,3/13/20
678,red,4,124-2005 C,SPIC,8.3,141.2,,3/13/20
679,red,4,187-2006 B,SACC,36.8,73.5,,3/13/20
680,red,4,207-2005 A,RUBR,9.9,47.3,,3/13/20
681,red,4,530-2008 A,SACC,7.9,58.4,,3/13/20
682,red,4,524-2009 A,RUBR,5.5,62.2,,3/13/20
686,red,4,19634 A,PSEP,15.6,126.4,,3/13/20
687,red,4,603-2008 A,SPIC,7.6,67.1,,3/13/20
688,orange,-20,115-2000 A,TATA,9,24.4,,3/13/20
689,orange,-20,1115-76 A,TATA,18.9,35,,3/13/20
690,orange,-20,124-2005 C,SPIC,13.9,52,,3/13/20
691,orange,-10,603-2008 A,SPIC,15.3,70,,3/13/20
692,orange,-10,1400-77 E,TEGM,43.7,150.6,,3/13/20
693,orange,-10,603-2008 A,SPIC,11,63.7,,3/13/20
694,orange,-10,603-2008 A,SPIC,7.2,46.3,,3/13/20
695,orange,-20,33-95 B,TEGM,48,87.8,,3/13/20
696,orange,-10,124-2005 C,SPIC,65.1,156.2,,3/13/20
697,orange,-20,115-2000 A,TATA,11.4,36.1,,3/13/20
698,orange,-20,270-2010 A,SPIC,76.6,136.9,,3/13/20
699,orange,-20,270-2010 A,SPIC,16.5,60.6,,3/13/20
700,orange,-20,78-2000 B,TATA,13.3,32.1,,3/13/20
701,orange,-20,246-2010 A,SACC,37.9,103.9,,3/13/20
703,orange,-10,246-2010 A,SACC,5.7,54.1,,3/13/20
704,orange,-20,603-2008 A,SPIC,20.3,66.9,,3/13/20
705,orange,-10,78-2000 B,TATA,7.8,29.3,,3/13/20
706,orange,-10,187-2006 B,SACC,14.2,49.9,,3/13/20
707,orange,-20,603-2008 A,SPIC,10.7,48,,3/13/20
708,orange,-10,530-2008 A,SACC,7.3,54.1,,3/13/20
709,orange,-20,246-2010 A,SACC,29.3,105.5,,3/13/20
710,orange,-20,78-2000 B,TATA,11.4,28.3,,3/13/20
711,orange,-10,124-2005 C,SPIC,50.3,136.4,,3/13/20
712,orange,-10,246-2010 A,SACC,26.9,89.7,,3/13/20
713,orange,-20,187-2006 B,SACC,23.8,75.2,,3/13/20
714,orange,-20,270-2010 A,SPIC,20.1,54.7,,3/13/20
715,orange,-10,187-2006 B,SACC,12.4,66.2,,3/13/20
716,orange,-10,246-2010 A,SACC,19.8,75.4,,3/13/20
717,orange,-20,530-2008 A,SACC,8.3,36.5,,3/13/20
718,orange,-20,187-2006 B,SACC,14.9,58.8,,3/13/20
719,orange,-20,530-2008 A,SACC,18.7,41,,3/13/20
720,orange,-10,187-2006 B,SACC,19.4,87.8,,3/13/20
721,orange,-10,530-2008 A,SACC,14.7,73.9,,3/13/20
722,orange,-10,530-2008 A,SACC,7.6,69.9,,3/13/20
723,orange,-20,124-2005 C,SPIC,81.3,143.7,,3/13/20
724,orange,-20,530-2008 A,SACC,13.4,67.7,,3/13/20
725,orange,-20,124-2005 C,SPIC,82.5,177,,3/13/20
726,orange,-20,187-2006 B,SACC,29.3,117.6,,3/13/20
727,orange,-20,1400-77 E,TEGM,54,100,,3/13/20
728,orange,-10,270-2010 A,SPIC,6.3,43.3,,3/13/20
729,orange,-20,246-2010 A,SACC,27.2,87.5,,3/13/20
730,orange,-20,33-95 B,TEGM,46.1,73.8,,3/13/20
731,orange,-10,124-2005 C,SPIC,57.7,148.4,,3/13/20
732,green,-40,270-2010 A,SPIC,23.1,50,,3/13/20
733,green,-60,531-94 A,TEGM,33.6,62.2,,3/13/20
734,green,-40,33-95 B,TEGM,56.9,92.4,,3/13/20
735,green,-60,33-95 B,TEGM,64.8,107.9,,3/13/20
736,green,-60,1115-76 A,TATA,36.4,54.5,,3/13/20
737,green,-60,115-2000 A,TATA,15.5,29.4,,3/13/20
738,green,-40,115-2000 A,TATA,20.3,38.9,,3/13/20
739,green,-40,1115-76 A,TATA,33.4,47,,3/13/20
740,green,-40,1115-76 A,TATA,23.2,40.7,,3/13/20
741,green,-40,1115-76 A,TATA,16.4,30.6,,3/13/20
742,green,-60,1115-76 A,TATA,22.3,33.1,,3/13/20
743,green,-40,531-94 A,TEGM,44.2,79.3,,3/13/20
744,green,-60,270-2010 A,SPIC,30.7,46.8,,3/13/20
745,green,-60,1400-77 E,TEGM,97.5,145.7,,3/13/20
746,green,-40,531-94 A,TEGM,40.5,67.6,,3/13/20
747,green,-40,33-95 B,TEGM,40.1,71.7,,3/13/20
748,green,-60,1400-77 E,TEGM,103,155.9,,3/13/20
749,green,-40,78-2000 B,TATA,18.2,28.3,,3/13/20
750,green,-40,1400-77 E,TEGM,75.6,119.7,,3/13/20
751,green,-40,1400-77 E,TEGM,94,146,,3/13/20
752,green,-60,78-2000 B,TATA,12.2,25.9,,3/13/20
753,green,-40,270-2010 A,SPIC,27.4,47.5,,3/13/20
754,green,-40,531-94 A,TEGM,44.7,57.9,,3/13/20
755,green,-60,603-2008 A,SPIC,29.7,49.1,,3/13/20
756,green,-40,115-2000 A,TATA,16.8,30.6,,3/13/20
757,green,-40,33-95 B,TEGM,58.3,72.8,,3/13/20
758,green,-40,115-2000 A,TATA,16.6,25.6,,3/13/20
759,green,-60,115-2000 A,TATA,16.8,26.9,,3/13/20
760,green,-40,1400-77 E,TEGM,78.1,111.3,,3/13/20
761,green,-60,33-95 B,TEGM,57.2,83.9,,3/13/20
762,green,-60,78-2000 B,TATA,19.3,30.1,,3/13/20
763,green,-60,1400-77 E,TEGM,90.8,144.6,,3/13/20
764,green,-60,270-2010 A,SPIC,24.1,52.3,,3/13/20
765,green,-60,1115-76 A,TATA,29,40.8,,3/13/20
766,green,-40,78-2000 B,TATA,24.5,38.4,,3/13/20
767,green,-60,603-2008 A,SPIC,29.7,54,,3/13/20
768,green,-60,78-2000 B,TATA,13.3,26.5,,3/13/20
769,green,-60,115-2000 A,TATA,12.8,35.9,,3/13/20
770,green,-40,78-2000 B,TATA,14.7,28.2,,3/13/20
771,green,-60,270-2010 A,SPIC,26.3,54.3,,3/13/20
772,green,-60,33-95 B,TEGM,54.8,89.8,,3/13/20
773,green,-60,531-94 A,TEGM,57.8,97.3,,3/13/20
774,blue,-80,33-95 B,TEGM,61.9,108.2,,3/13/20
775,blue,-80,124-2005 C,SPIC,72,114.8,,3/13/20
776,blue,-80,270-2010 A,SPIC,36.6,58.9,,3/13/20
777,blue,-80,1400-77 E,TEGM,97.3,127.5,,3/13/20
778,blue,-80,246-2010 A,SACC,47.4,81.9,,3/13/20
779,blue,-80,530-2008 A,SACC,17.4,34.6,,3/13/20
780,blue,-80,115-2000 A,TATA,16.1,30.5,,3/13/20
781,blue,-80,33-95 B,TEGM,62.7,82.4,,3/13/20
782,blue,-80,124-2005 C,SPIC,109.5,162.4,,3/13/20
783,blue,-80,270-2010 A,SPIC,28,50.7,,3/13/20
784,blue,-80,78-2000 B,TATA,5.8,24,,3/13/20
785,blue,-80,1400-77 E,TEGM,77.9,114.4,,3/13/20
786,blue,-80,115-2000 A,TATA,13.2,27.9,,3/13/20
787,blue,-80,187-2006 B,SACC,36,60.4,,3/13/20
788,blue,-80,115-2000 A,TATA,20.1,35,,3/13/20
789,blue,-80,1400-77 E,TEGM,79.2,125,,3/13/20
790,blue,-80,530-2008 A,SACC,19.2,62.3,,3/13/20
791,blue,-80,1115-76 A,TATA,15.7,25.6,,3/13/20
792,blue,-80,207-2005 A,RUBR,15.2,33.4,,3/13/20
793,blue,-80,33-95 B,TEGM,80.9,122.5,,3/13/20
794,blue,-80,603-2008 A,SPIC,43.5,60.8,,3/13/20
795,blue,-80,530-2008 A,SACC,39.5,79.7,,3/13/20
796,blue,-80,567-2008 B,RUBR,35,68.5,,3/13/20
797,blue,-80,78-2000 B,TATA,14.3,29.1,,3/13/20
798,blue,-80,78-2000 B,TATA,19,27.7,,3/13/20
799,blue,-80,187-2006 B,SACC,58.3,93.8,,3/13/20
800,blue,-80,19634 A,PSEP,52.7,103.9,,3/13/20
801,blue,-80,22858 B,PSEP,185.5,236.1,,3/13/20
802,blue,-80,567-2008 B,RUBR,37.8,59.5,,3/13/20
803,blue,-80,207-2005 A,RUBR,20.1,36,,3/13/20
804,blue,-80,524-2009 A,RUBR,33.9,82.1,,3/13/20
805,blue,-80,270-2010 A,SPIC,27,44.8,,3/13/20
806,blue,-80,567-2008 B,RUBR,21.5,39.9,,3/13/20
807,blue,-80,207-2005 A,RUBR,27.6,60.1,,3/13/20
808,blue,-80,19634 A,PSEP,66.5,95.3,,3/13/20
809,blue,-80,246-2010 A,SACC,70.2,93.8,,3/13/20
810,blue,-80,603-2008 A,SPIC,48.3,85.3,,3/13/20
811,blue,-80,524-2009 A,RUBR,62.3,109.2,,3/13/20
812,blue,-80,603-2008 A,SPIC,45.8,91,,3/13/20
813,blue,-80,187-2006 B,SACC,63.4,94.1,,3/13/20
814,blue,-80,246-2010 A,SACC,66.1,104,,3/13/20
815,blue,-80,1115-76 A,TATA,12,35,,3/13/20
816,blue,-80,124-2005 C,SPIC,71.1,138,,3/13/20
817,red,4,531-94 A,TEGM,13.3,69.9,,3/13/20
818,green,-60,531-94 A,TEGM,52.6,74.4,,3/13/20
819,blue,-80,531-94 A,TEGM,33.7,64.2,,3/13/20
820,blue,-80,531-94 A,TEGM,54.8,88,,3/13/20
821,blue,-80,531-94 A,TEGM,47.1,86.8,,3/13/20
