Tube_ID,Color,Temperature,Accession,Species,Cond_freeze,Cond_N,Cond_boiling,Date
38,red,4,172-2001 B,CAMP,11.1,47.8,,3/13/20
60,red,-10,172-2001 B,CAMP,16.7,53.4,,3/13/20
88,red,-10,172-2001 B,CAMP,12.3,48.6,,3/13/20
130,orange,-20,172-2001 B,CAMP,24.9,55.4,,3/13/20
149,orange,-20,172-2001 B,CAMP,25.3,48.8,,3/13/20
179,orange,-20,172-2001 B,CAMP,24.9,52.1,,3/13/20
303,yellow,-30,172-2001 B,CAMP,43.5,67.6,,3/13/20
316,yellow,-30,172-2001 B,CAMP,44.6,66.7,,3/13/20
349,yellow,-30,172-2001 B,CAMP,25.8,40.1,,3/13/20
471,green,-40,172-2001 B,CAMP,46.6,79.1,,3/13/20
481,green,-40,172-2001 B,CAMP,35.4,45.1,,3/13/20
505,green,-40,172-2001 B,CAMP,49.5,71.2,,3/13/20
546,blue,-60,172-2001 B,CAMP,60.2,55.5,,3/13/20
564,blue,-60,172-2001 B,CAMP,38.7,46.4,,3/13/20
567,blue,-80,172-2001 B,CAMP,25.9,45.3,,3/13/20
572,blue,-60,172-2001 B,CAMP,41.8,50.1,,3/13/20
573,blue,-80,172-2001 B,CAMP,35.1,60.3,,3/13/20
630,blue,-80,172-2001 B,CAMP,40,56.7,,3/13/20
13,red,4,31-73 A,HYRC,12.6,58.3,,3/13/20
25,red,-10,31-73 A,HYRC,16.2,51.6,,3/13/20
44,red,4,31-73 A,HYRC,7.2,41.2,,3/13/20
67,red,4,31-73 A,HYRC,3.9,26.1,,3/13/20
112,red,-10,31-73 A,HYRC,12.6,42.3,,3/13/20
123,red,-10,31-73 A,HYRC,19.2,49.6,,3/13/20
224,orange,-20,31-73 A,HYRC,34.3,81.3,,3/13/20
241,orange,-20,31-73 A,HYRC,10.6,28.3,,3/13/20
247,orange,-20,31-73 A,HYRC,19.6,62.2,,3/13/20
307,yellow,-30,31-73 A,HYRC,35,49,,3/13/20
347,yellow,-30,31-73 A,HYRC,27.7,48.2,,3/13/20
374,yellow,-30,31-73 A,HYRC,20.6,30.8,,3/13/20
474,green,-40,31-73 A,HYRC,24.5,33.6,,3/13/20
502,green,-40,31-73 A,HYRC,44.8,58.6,,3/13/20
504,green,-40,31-73 A,HYRC,36.5,54,,3/13/20
515,blue,-60,31-73 A,HYRC,41.6,48,,3/13/20
526,blue,-80,31-73 A,HYRC,50.2,30,,3/13/20
528,blue,-80,31-73 A,HYRC,56.4,49.6,,3/13/20
587,blue,-80,31-73 A,HYRC,82.3,50.4,,3/13/20
604,blue,-60,31-73 A,HYRC,26.2,44.8,,3/13/20
608,blue,-60,31-73 A,HYRC,109.6,44.1,,3/13/20
21,red,4,31-73 B,HYRC,9.8,34.5,,3/13/20
53,red,4,31-73 B,HYRC,5.4,26.1,,3/13/20
63,red,4,31-73 B,HYRC,9.3,33.7,,3/13/20
73,red,-10,31-73 B,HYRC,13.9,36.6,,3/13/20
94,red,-10,31-73 B,HYRC,15.4,37.6,,3/13/20
116,red,-10,31-73 B,HYRC,14.6,44.7,,3/13/20
216,orange,-20,31-73 B,HYRC,24.3,41.1,,3/13/20
226,orange,-20,31-73 B,HYRC,26.6,50.6,,3/13/20
249,orange,-20,31-73 B,HYRC,25.4,47.8,,3/13/20
279,yellow,-30,31-73 B,HYRC,31.4,49.4,,3/13/20
290,yellow,-30,31-73 B,HYRC,40.6,46.9,,3/13/20
324,yellow,-30,31-73 B,HYRC,30.4,42.9,,3/13/20
427,green,-40,31-73 B,HYRC,26.3,42,,3/13/20
439,green,-40,31-73 B,HYRC,27.4,36.9,,3/13/20
448,green,-40,31-73 B,HYRC,44.8,64.2,,3/13/20
541,blue,-60,31-73 B,HYRC,56.6,33.8,,3/13/20
585,blue,-80,31-73 B,HYRC,36.4,51.5,,3/13/20
597,blue,-60,31-73 B,HYRC,48.4,34.2,,3/13/20
609,blue,-80,31-73 B,HYRC,35.2,33.5,,3/13/20
619,blue,-80,31-73 B,HYRC,74.2,23.7,,3/13/20
626,blue,-60,31-73 B,HYRC,29.1,38.9,,3/13/20
160,orange,-20,31-73 C,HYRC,14.1,38.5,,3/13/20
234,orange,-20,31-73 C,HYRC,17,39.7,,3/13/20
246,orange,-20,31-73 C,HYRC,27,60.5,,3/13/20
271,yellow,-30,31-73 C,HYRC,32,61.7,,3/13/20
275,yellow,-30,31-73 C,HYRC,25.3,43.6,,3/13/20
295,yellow,-30,31-73 C,HYRC,24.7,50.4,,3/13/20
413,green,-40,31-73 C,HYRC,44.1,77,,3/13/20
473,green,-40,31-73 C,HYRC,20.3,37.7,,3/13/20
498,green,-40,31-73 C,HYRC,34.7,56.3,,3/13/20
563,blue,-60,31-73 C,HYRC,38.1,51.3,,3/13/20
579,blue,-60,31-73 C,HYRC,62.1,24.8,,3/13/20
605,blue,-80,31-73 C,HYRC,34.8,50,,3/13/20
614,blue,-80,31-73 C,HYRC,29.6,26.9,,3/13/20
623,blue,-60,31-73 C,HYRC,26.1,42.4,,3/13/20
632,blue,-80,31-73 C,HYRC,21.2,38.9,,3/13/20
656,red,-10,31-73 C,HYRC,16.8,52.3,,3/13/20
676,red,4,31-73 C,HYRC,9.2,43.9,,3/13/20
677,red,4,31-73 C,HYRC,4.4,23.1,,3/13/20
683,red,-10,31-73 C,HYRC,9.5,52.4,,3/13/20
684,red,-10,31-73 C,HYRC,18.5,57.9,,3/13/20
685,red,4,31-73 C,HYRC,13.8,49.3,,3/13/20
48,red,4,379-2007 A,CAMP,8.2,34.9,,3/13/20
52,red,4,379-2007 A,CAMP,9.5,35.3,,3/13/20
77,red,4,379-2007 A,CAMP,9.2,34.4,,3/13/20
106,red,-10,379-2007 A,CAMP,15.4,49.3,,3/13/20
120,red,-10,379-2007 A,CAMP,14.2,37,,3/13/20
121,red,-10,379-2007 A,CAMP,14.9,39.9,,3/13/20
173,orange,-20,379-2007 A,CAMP,21.6,41.8,,3/13/20
177,orange,-20,379-2007 A,CAMP,27.1,54.5,,3/13/20
229,orange,-20,379-2007 A,CAMP,20,49,,3/13/20
282,yellow,-30,379-2007 A,CAMP,22.6,37.3,,3/13/20
369,yellow,-30,379-2007 A,CAMP,27.9,37.6,,3/13/20
373,yellow,-30,379-2007 A,CAMP,27.7,56.4,,3/13/20
422,green,-40,379-2007 A,CAMP,25.3,36.7,,3/13/20
425,green,-40,379-2007 A,CAMP,23.4,34.7,,3/13/20
454,green,-40,379-2007 A,CAMP,37.6,64.8,,3/13/20
522,blue,-60,379-2007 A,CAMP,92.8,37.6,,3/13/20
574,blue,-80,379-2007 A,CAMP,44.3,60.7,,3/13/20
580,blue,-60,379-2007 A,CAMP,14.1,57.5,,3/13/20
606,blue,-60,379-2007 A,CAMP,36.2,40.2,,3/13/20
629,blue,-80,379-2007 A,CAMP,29.3,43.9,,3/13/20
633,blue,-80,379-2007 A,CAMP,32.7,48.9,,3/13/20
29,red,4,435-84 A,CAUD,5.5,47.5,,3/13/20
45,red,4,435-84 A,CAUD,9.6,61.5,,3/13/20
80,red,-10,435-84 A,CAUD,23.1,47.5,,3/13/20
87,red,-10,435-84 A,CAUD,21.8,56.5,,3/13/20
104,red,-10,435-84 A,CAUD,20.3,47.6,,3/13/20
117,red,4,435-84 A,CAUD,7,52.3,,3/13/20
152,orange,-20,435-84 A,CAUD,47.3,58.2,,3/13/20
176,orange,-20,435-84 A,CAUD,36.5,45.2,,3/13/20
182,orange,-20,435-84 A,CAUD,35.9,48,,3/13/20
277,yellow,-30,435-84 A,CAUD,66.4,72.2,,3/13/20
348,yellow,-30,435-84 A,CAUD,53.5,61.5,,3/13/20
355,yellow,-30,435-84 A,CAUD,50.3,57.2,,3/13/20
467,green,-40,435-84 A,CAUD,57.7,72.4,,3/13/20
482,green,-40,435-84 A,CAUD,56,59.1,,3/13/20
486,green,-40,435-84 A,CAUD,43.1,48.9,,3/13/20
527,blue,-60,435-84 A,CAUD,23.3,57.3,,3/13/20
532,blue,-60,435-84 A,CAUD,91.7,52,,3/13/20
538,blue,-80,435-84 A,CAUD,90,46.7,,3/13/20
557,blue,-80,435-84 A,CAUD,31.8,73.8,,3/13/20
566,blue,-60,435-84 A,CAUD,28.3,39.1,,3/13/20
594,blue,-80,435-84 A,CAUD,59.4,53.5,,3/13/20
8,red,4,435-84 B,CAUD,19.3,78.9,,3/13/20
18,red,-10,435-84 B,CAUD,27.6,75.5,,3/13/20
33,red,4,435-84 B,CAUD,20,96.9,,3/13/20
57,red,4,435-84 B,CAUD,17.6,70.3,,3/13/20
91,red,-10,435-84 B,CAUD,31.5,78.1,,3/13/20
96,red,-10,435-84 B,CAUD,22.9,88,,3/13/20
168,orange,-20,435-84 B,CAUD,71.7,99.9,,3/13/20
202,orange,-20,435-84 B,CAUD,86.9,131.5,,3/13/20
239,orange,-20,435-84 B,CAUD,66.1,98,,3/13/20
276,yellow,-30,435-84 B,CAUD,73.2,95.5,,3/13/20
314,yellow,-30,435-84 B,CAUD,82.9,107.6,,3/13/20
366,yellow,-30,435-84 B,CAUD,95.5,126.9,,3/13/20
409,green,-40,435-84 B,CAUD,61,79.8,,3/13/20
453,green,-40,435-84 B,CAUD,85.3,126.2,,3/13/20
509,green,-40,435-84 B,CAUD,76.3,102.4,,3/13/20
588,blue,-80,435-84 B,CAUD,38.4,112.1,,3/13/20
589,blue,-80,435-84 B,CAUD,74.4,105.4,,3/13/20
591,blue,-80,435-84 B,CAUD,72.8,94.3,,3/13/20
592,blue,-60,435-84 B,CAUD,68.2,114.7,,3/13/20
622,blue,-60,435-84 B,CAUD,75.1,94.7,,3/13/20
638,blue,-60,435-84 B,CAUD,69.2,106.9,,3/13/20
40,red,4,435-84 C,CAUD,9.2,73,,3/13/20
42,red,-10,435-84 C,CAUD,20.4,60,,3/13/20
59,red,4,435-84 C,CAUD,11,69.9,,3/13/20
74,red,4,435-84 C,CAUD,9.8,75.7,,3/13/20
85,red,-10,435-84 C,CAUD,30.9,72.1,,3/13/20
97,red,-10,435-84 C,CAUD,41.3,92.2,,3/13/20
169,orange,-20,435-84 C,CAUD,44.3,56.8,,3/13/20
203,orange,-20,435-84 C,CAUD,58.2,85.2,,3/13/20
213,orange,-20,435-84 C,CAUD,55.2,75.9,,3/13/20
262,yellow,-30,435-84 C,CAUD,49.2,62.5,,3/13/20
285,yellow,-30,435-84 C,CAUD,72,81,,3/13/20
304,yellow,-30,435-84 C,CAUD,53.5,64.2,,3/13/20
404,green,-40,435-84 C,CAUD,80.8,107.9,,3/13/20
441,green,-40,435-84 C,CAUD,51.8,62.9,,3/13/20
476,green,-40,435-84 C,CAUD,43,56.3,,3/13/20
531,blue,-80,435-84 C,CAUD,72.8,105.8,,3/13/20
535,blue,-60,435-84 C,CAUD,51.6,113.5,,3/13/20
539,blue,-60,435-84 C,CAUD,40.9,68,,3/13/20
543,blue,-80,435-84 C,CAUD,23.8,116.2,,3/13/20
556,blue,-60,435-84 C,CAUD,33.9,50.1,,3/13/20
583,blue,-80,435-84 C,CAUD,25.3,57.1,,3/13/20
9,red,4,666-94 A,DAVI,20.8,93.7,,3/13/20
50,red,-10,666-94 A,DAVI,22.5,78.4,,3/13/20
86,red,-10,666-94 A,DAVI,26.2,90.4,,3/13/20
90,red,4,666-94 A,DAVI,22.4,79.4,,3/13/20
114,red,4,666-94 A,DAVI,18.1,69.4,,3/13/20
125,red,-10,666-94 A,DAVI,28.1,80.9,,3/13/20
204,orange,-20,666-94 A,DAVI,64.6,83.2,,3/13/20
218,orange,-20,666-94 A,DAVI,67.7,93.8,,3/13/20
223,orange,-20,666-94 A,DAVI,51.7,75.5,,3/13/20
298,yellow,-30,666-94 A,DAVI,74.7,93.4,,3/13/20
330,yellow,-30,666-94 A,DAVI,65.3,89.1,,3/13/20
333,yellow,-30,666-94 A,DAVI,61.7,74.5,,3/13/20
508,green,-40,666-94 A,DAVI,71.5,91.8,,3/13/20
510,green,-40,666-94 A,DAVI,80,102,,3/13/20
511,green,-40,666-94 A,DAVI,82,108.2,,3/13/20
530,blue,-80,666-94 A,DAVI,39.6,102.1,,3/13/20
550,blue,-80,666-94 A,DAVI,57.6,78.5,,3/13/20
558,blue,-80,666-94 A,DAVI,58.3,54.7,,3/13/20
574,blue,-60,666-94 A,DAVI,38,38.7,,3/13/20
586,blue,-60,666-94 A,DAVI,45.6,115.1,,3/13/20
628,blue,-60,666-94 A,DAVI,83.4,91.9,,3/13/20
6,red,-10,699-89 A,CAMP,9.6,46.2,,3/13/20
31,red,-10,699-89 A,CAMP,6.2,38.3,,3/13/20
70,red,4,699-89 A,CAMP,11.1,52.4,,3/13/20
72,red,4,699-89 A,CAMP,8.1,45.5,,3/13/20
107,red,-10,699-89 A,CAMP,10.1,52.5,,3/13/20
113,red,4,699-89 A,CAMP,8.1,46.1,,3/13/20
139,orange,-20,699-89 A,CAMP,10.4,37.3,,3/13/20
146,orange,-20,699-89 A,CAMP,13.7,42.1,,3/13/20
154,orange,-20,699-89 A,CAMP,10.7,33.6,,3/13/20
306,yellow,-30,699-89 A,CAMP,33.9,66.6,,3/13/20
360,yellow,-30,699-89 A,CAMP,25.8,54.2,,3/13/20
376,yellow,-30,699-89 A,CAMP,15.1,37.7,,3/13/20
414,green,-40,699-89 A,CAMP,20.3,34.8,,3/13/20
433,green,-40,699-89 A,CAMP,35.7,69.5,,3/13/20
451,green,-40,699-89 A,CAMP,28.5,50.6,,3/13/20
553,blue,-80,699-89 A,CAMP,59.4,82.9,,3/13/20
581,blue,-60,699-89 A,CAMP,42.8,50.3,,3/13/20
584,blue,-80,699-89 A,CAMP,50.9,65.5,,3/13/20
601,blue,-60,699-89 A,CAMP,32.8,42.6,,3/13/20
602,blue,-60,699-89 A,CAMP,26.7,48,,3/13/20
610,blue,-80,699-89 A,CAMP,27.3,55.5,,3/13/20
66,red,4,BUSSEY1,NEGU,12.9,102,,3/13/20
206,orange,-20,BUSSEY1,NEGU,94.5,170.5,,3/13/20
232,orange,-20,BUSSEY1,NEGU,70.1,142.8,,3/13/20
240,orange,-20,BUSSEY1,NEGU,66.7,142,,3/13/20
258,yellow,-30,BUSSEY1,NEGU,112,182.5,,3/13/20
283,yellow,-30,BUSSEY1,NEGU,93,155.4,,3/13/20
293,yellow,-30,BUSSEY1,NEGU,129.5,204.5,,3/13/20
428,green,-40,BUSSEY1,NEGU,91.3,128.1,,3/13/20
437,green,-40,BUSSEY1,NEGU,98.3,134.1,,3/13/20
480,green,-40,BUSSEY1,NEGU,83,136,,3/13/20
518,blue,-60,BUSSEY1,NEGU,107.7,132.3,,3/13/20
521,blue,-60,BUSSEY1,NEGU,53.6,68.1,,3/13/20
607,blue,-80,BUSSEY1,NEGU,28.3,133.1,,3/13/20
612,blue,-60,BUSSEY1,NEGU,67.3,121.2,,3/13/20
620,blue,-80,BUSSEY1,NEGU,17,113.5,,3/13/20
635,blue,-80,BUSSEY1,NEGU,104.1,124.5,,3/13/20
641,red,-10,BUSSEY1,NEGU,38.5,152,,3/13/20
645,red,-10,BUSSEY1,NEGU,29.2,106.1,,3/13/20
653,red,4,BUSSEY1,NEGU,14.1,105.3,,3/13/20
665,red,4,BUSSEY1,NEGU,9.9,89,,3/13/20
675,red,-10,BUSSEY1,NEGU,35.1,126.4,,3/13/20
23,red,-10,BUSSEY2,NEGU,20,94.2,,3/13/20
37,red,4,BUSSEY2,NEGU,13.7,104.4,,3/13/20
49,red,-10,BUSSEY2,NEGU,28.4,122,,3/13/20
105,red,-10,BUSSEY2,NEGU,27.4,114.2,,3/13/20
108,red,4,BUSSEY2,NEGU,13.1,86.8,,3/13/20
111,red,4,BUSSEY2,NEGU,11.5,93.4,,3/13/20
151,orange,-20,BUSSEY2,NEGU,46.6,132.4,,3/13/20
185,orange,-20,BUSSEY2,NEGU,44.6,105.8,,3/13/20
237,orange,-20,BUSSEY2,NEGU,42.1,111.4,,3/13/20
269,yellow,-30,BUSSEY2,NEGU,25.3,54.8,,3/13/20
270,yellow,-30,BUSSEY2,NEGU,64.3,108.6,,3/13/20
280,yellow,-30,BUSSEY2,NEGU,52.3,100.1,,3/13/20
461,green,-40,BUSSEY2,NEGU,27.2,64.4,,3/13/20
465,green,-40,BUSSEY2,NEGU,70.2,120.5,,3/13/20
492,green,-40,BUSSEY2,NEGU,71.8,127.6,,3/13/20
517,blue,-60,BUSSEY2,NEGU,70.9,108.6,,3/13/20
590,blue,-80,BUSSEY2,NEGU,69.4,97.5,,3/13/20
611,blue,-60,BUSSEY2,NEGU,31.8,94.1,,3/13/20
613,blue,-60,BUSSEY2,NEGU,87.7,61.4,,3/13/20
618,blue,-80,BUSSEY2,NEGU,77.9,106.1,,3/13/20
636,blue,-80,BUSSEY2,NEGU,76.9,105.2,,3/13/20
5,red,4,Bussey3,NEGU,20.7,102.2,,3/13/20
51,red,4,Bussey3,NEGU,19.7,92,,3/13/20
78,red,-10,Bussey3,NEGU,39.6,119.1,,3/13/20
84,red,-10,Bussey3,NEGU,36.6,126.8,,3/13/20
98,red,4,Bussey3,NEGU,17.9,109.1,,3/13/20
110,red,-10,Bussey3,NEGU,35,111,,3/13/20
144,orange,-20,Bussey3,NEGU,54.3,135.4,,3/13/20
157,orange,-20,Bussey3,NEGU,62,162.8,,3/13/20
172,orange,-20,Bussey3,NEGU,70.9,162.1,,3/13/20
301,yellow,-30,Bussey3,NEGU,66.6,129.8,,3/13/20
342,yellow,-30,Bussey3,NEGU,51.3,103.6,,3/13/20
350,yellow,-30,Bussey3,NEGU,67.3,122.9,,3/13/20
445,green,-40,Bussey3,NEGU,41.4,80.3,,3/13/20
457,green,-40,Bussey3,NEGU,50.6,120.9,,3/13/20
462,green,-40,Bussey3,NEGU,54.9,111.5,,3/13/20
513,blue,-80,Bussey3,NEGU,91.9,125.1,,3/13/20
516,blue,-60,Bussey3,NEGU,47.4,94.2,,3/13/20
520,blue,-60,Bussey3,NEGU,52.4,92.5,,3/13/20
524,blue,-80,Bussey3,NEGU,27.3,114.8,,3/13/20
576,blue,-60,Bussey3,NEGU,51.8,72,,3/13/20
639,blue,-80,Bussey3,NEGU,92.1,140,,3/13/20
10,red,4,Weld1,PLAT,7.3,35.5,,3/13/20
35,red,4,Weld1,PLAT,11.4,49.9,,3/13/20
47,red,-10,Weld1,PLAT,18,69.6,,3/13/20
55,red,4,Weld1,PLAT,15.2,45.5,,3/13/20
93,red,-10,Weld1,PLAT,19.3,51.8,,3/13/20
124,red,-10,Weld1,PLAT,21.4,65.1,,3/13/20
137,orange,-20,Weld1,PLAT,34.9,86.1,,3/13/20
153,orange,-20,Weld1,PLAT,25.2,58.1,,3/13/20
170,orange,-20,Weld1,PLAT,17.2,51.2,,3/13/20
331,yellow,-30,Weld1,PLAT,24.6,45,,3/13/20
337,yellow,-30,Weld1,PLAT,36.7,59.4,,3/13/20
343,yellow,-30,Weld1,PLAT,24.8,47,,3/13/20
403,green,-40,Weld1,PLAT,40.4,73.8,,3/13/20
444,green,-40,Weld1,PLAT,36.8,55.3,,3/13/20
452,green,-40,Weld1,PLAT,24.2,38,,3/13/20
555,blue,-80,Weld1,PLAT,59.9,48.5,,3/13/20
560,blue,-60,Weld1,PLAT,46.5,84.1,,3/13/20
565,blue,-80,Weld1,PLAT,28.6,40.9,,3/13/20
575,blue,-60,Weld1,PLAT,28.9,76.6,,3/13/20
598,blue,-60,Weld1,PLAT,30.7,48.6,,3/13/20
615,blue,-80,Weld1,PLAT,15.9,46.2,,3/13/20
1,red,-10,WELD2,PLAT,31.2,85.8,,3/13/20
71,red,4,WELD2,PLAT,15.2,64.8,,3/13/20
81,red,4,WELD2,PLAT,17,55.3,,3/13/20
89,red,4,WELD2,PLAT,12.1,44.3,,3/13/20
92,red,-10,WELD2,PLAT,32.2,90.4,,3/13/20
128,red,-10,WELD2,PLAT,21.6,48.5,,3/13/20
155,orange,-20,WELD2,PLAT,39.4,98,,3/13/20
198,orange,-20,WELD2,PLAT,21.8,47.4,,3/13/20
233,orange,-20,WELD2,PLAT,25.3,70,,3/13/20
257,yellow,-30,WELD2,PLAT,43.5,73.2,,3/13/20
287,yellow,-30,WELD2,PLAT,41.9,63.4,,3/13/20
383,yellow,-30,WELD2,PLAT,47.6,88.3,,3/13/20
458,green,-40,WELD2,PLAT,27.7,42.5,,3/13/20
503,green,-40,WELD2,PLAT,42.6,68.3,,3/13/20
506,green,-40,WELD2,PLAT,47.2,80.5,,3/13/20
519,blue,-60,WELD2,PLAT,66.8,90.2,,3/13/20
571,blue,-80,WELD2,PLAT,55.2,77.6,,3/13/20
616,blue,-60,WELD2,PLAT,31.6,98.1,,3/13/20
627,blue,-80,WELD2,PLAT,46,69.4,,3/13/20
634,blue,-60,WELD2,PLAT,72.9,114.9,,3/13/20
637,blue,-80,WELD2,PLAT,32.9,45,,3/13/20
15,red,-10,WELD3,PLAT,26,80.5,,3/13/20
39,red,4,WELD3,PLAT,10.7,44.2,,3/13/20
76,red,-10,WELD3,PLAT,24.1,67.6,,3/13/20
99,red,-10,WELD3,PLAT,26,75.3,,3/13/20
100,red,4,WELD3,PLAT,17.2,71.2,,3/13/20
109,red,4,WELD3,PLAT,13.9,59.3,,3/13/20
178,orange,-20,WELD3,PLAT,29.4,70.8,,3/13/20
184,orange,-20,WELD3,PLAT,38.8,92,,3/13/20
231,orange,-20,WELD3,PLAT,22.2,61.5,,3/13/20
309,yellow,-30,WELD3,PLAT,35.5,73.4,,3/13/20
341,yellow,-30,WELD3,PLAT,25.1,49.9,,3/13/20
364,yellow,-30,WELD3,PLAT,23.9,46,,3/13/20
470,green,-40,WELD3,PLAT,43.3,72,,3/13/20
507,green,-40,WELD3,PLAT,38.9,56.1,,3/13/20
512,green,-40,WELD3,PLAT,44.9,76.4,,3/13/20
525,blue,-60,WELD3,PLAT,76.5,82.4,,3/13/20
534,blue,-80,WELD3,PLAT,42.9,75.3,,3/13/20
561,blue,-80,WELD3,PLAT,74.8,59.2,,3/13/20
570,blue,-80,WELD3,PLAT,38.3,69.5,,3/13/20
599,blue,-60,WELD3,PLAT,32.9,55.3,,3/13/20
600,blue,-60,WELD3,PLAT,36.1,50.8,,3/13/20
2,red,4,270-2010 A,SPIC,7.6,36.2,,3/13/20
4,red,4,115-2000 A,TATA,2.6,24.3,,3/13/20
7,red,4,33-95 B,TEGM,19.4,66.9,,3/13/20
14,red,4,1400-77 E,TEGM,11.4,106.9,,3/13/20
19,red,4,124-2005 C,SPIC,37.4,142.3,,3/13/20
56,red,4,33-95 B,TEGM,19.8,94,,3/13/20
61,red,4,531-94 A,TEGM,7.5,62.5,,3/13/20
64,red,4,1400-77 E,TEGM,16.2,106.9,,3/13/20
75,red,4,115-2000 A,TATA,2.9,27.1,,3/13/20
79,red,4,246-2010 A,SACC,15.5,89.6,,3/13/20
102,red,4,246-2010 A,SACC,10.9,65.9,,3/13/20
103,red,4,1115-76 A,TATA,5.4,30.2,,3/13/20
118,red,4,33-95 B,TEGM,14,61.3,,3/13/20
119,red,4,246-2010 A,SACC,16.7,82.7,,3/13/20
122,red,4,1400-77 E,TEGM,15.8,99.1,,3/13/20
126,red,4,270-2010 A,SPIC,3.1,44.9,,3/13/20
127,red,4,531-94 A,TEGM,5.4,66.1,,3/13/20
129,orange,-10,33-95 B,TEGM,43.9,91.9,,3/13/20
132,orange,-20,22858 B,PSEP,123.1,275.5,,3/13/20
133,orange,-20,531-94 A,TEGM,31.2,81.8,,3/13/20
134,orange,-10,33-95 B,TEGM,25.5,69.4,,3/13/20
135,orange,-20,207-2005 A,RUBR,30.8,55.7,,3/13/20
140,orange,-20,531-94 A,TEGM,24.1,61.6,,3/13/20
141,orange,-10,524-2009 A,RUBR,15.9,49,,3/13/20
142,orange,-20,1115-76 A,TATA,28.9,48.4,,3/13/20
143,orange,-10,207-2005 A,RUBR,4,28.8,,3/13/20
145,orange,-10,19634 A,PSEP,17.3,106.9,,3/13/20
147,orange,-20,567-2008 B,RUBR,9,28,,3/13/20
148,orange,-10,207-2005 A,RUBR,18,50,,3/13/20
150,orange,-10,115-2000 A,TATA,6.6,27.8,,3/13/20
156,orange,-10,524-2009 A,RUBR,20.1,66.8,,3/13/20
158,orange,-20,1400-77 E,TEGM,46.8,87.5,,3/13/20
159,orange,-10,524-2009 A,RUBR,32.4,97.4,,3/13/20
161,orange,-10,1115-76 A,TATA,7.8,28.6,,3/13/20
162,orange,-10,270-2010 A,SPIC,10.9,45.3,,3/13/20
163,orange,-20,524-2009 A,RUBR,33.4,55.8,,3/13/20
164,orange,-10,750-55 B,PSEP,25.4,119.2,,3/13/20
167,orange,-10,1115-76 A,TATA,16.6,37,,3/13/20
171,orange,-20,115-2000 A,TATA,10.8,33.5,,3/13/20
174,orange,-10,207-2005 A,RUBR,11.5,40.6,,3/13/20
175,orange,-20,567-2008 B,RUBR,23.3,56.6,,3/13/20
180,orange,-10,78-2000 B,TATA,7.8,34.7,,3/13/20
181,orange,-20,33-95 B,TEGM,30.5,60.9,,3/13/20
183,orange,-10,115-2000 A,TATA,10.2,34.6,,3/13/20
186,orange,-10,33-95 B,TEGM,24.5,66.6,,3/13/20
188,orange,-20,1400-77 E,TEGM,73.5,168.7,,3/13/20
194,orange,-20,207-2005 A,RUBR,19.8,32.9,,3/13/20
196,orange,-10,270-2010 A,SPIC,9.6,54.7,,3/13/20
200,orange,-20,207-2005 A,RUBR,16.9,37.7,,3/13/20
201,orange,-20,22858 B,PSEP,160.7,306.2,,3/13/20
205,orange,-10,19634 A,PSEP,25.4,136.6,,3/13/20
207,orange,-10,750-55 B,PSEP,18.5,119.6,,3/13/20
209,orange,-20,750-55 B,PSEP,64.4,154,,3/13/20
210,orange,-20,19634 A,PSEP,36.5,100.6,,3/13/20
211,orange,-10,22858 B,PSEP,45.1,235.5,,3/13/20
212,orange,-10,750-55 B,PSEP,19.8,105.8,,3/13/20
214,orange,-10,531-94 A,TEGM,16.9,79.2,,3/13/20
215,orange,-10,22858 B,PSEP,43.2,240.3,,3/13/20
217,orange,-10,567-2008 B,RUBR,10.3,44.4,,3/13/20
219,orange,-20,19634 A,PSEP,38.8,123.3,,3/13/20
220,orange,-10,531-94 A,TEGM,15.7,64.3,,3/13/20
221,orange,-10,115-2000 A,TATA,10.5,40.7,,3/13/20
222,orange,-10,1400-77 E,TEGM,31.9,145.5,,3/13/20
224,orange,-20,531-94 A,TEGM,44.2,77.7,,3/13/20
225,orange,-10,22858 B,PSEP,13.7,140.3,,3/13/20
227,orange,-20,78-2000 B,TATA,7.9,30.1,,3/13/20
228,orange,-10,78-2000 B,TATA,26.6,25.2,,3/13/20
230,orange,-20,524-2009 A,RUBR,39.8,64.4,,3/13/20
235,orange,-20,524-2009 A,RUBR,53.2,71.3,,3/13/20
236,orange,-20,750-55 B,PSEP,15.3,161.2,,3/13/20
242,orange,-10,1115-76 A,TATA,19,35.2,,3/13/20
243,orange,-20,567-2008 B,RUBR,25.5,49.7,,3/13/20
244,orange,-10,1400-77 E,TEGM,32.1,141.1,,3/13/20
245,orange,-10,567-2008 B,RUBR,4,28.2,,3/13/20
248,orange,-10,567-2008 B,RUBR,18.7,49.7,,3/13/20
250,orange,-20,19634 A,PSEP,55.3,177.4,,3/13/20
251,orange,-10,19634 A,PSEP,32.5,235,,3/13/20
252,orange,-20,750-55 B,PSEP,70.4,124.8,,3/13/20
253,orange,-20,1115-76 A,TATA,30.2,42.3,,3/13/20
254,orange,-20,603-2008 A,SPIC,18.7,58.4,,3/13/20
255,orange,-10,531-94 A,TEGM,12,56.3,,3/13/20
256,orange,-20,22858 B,PSEP,113.7,234.6,,3/13/20
259,yellow,-30,750-55 B,PSEP,93,170.3,,3/13/20
263,yellow,-30,750-55 B,PSEP,92.7,222.7,,3/13/20
